algorithm_variant,algorithm,family,stream_mode,alpha,final_f1_star,num_runs,config_epsilon,config_delta,config_target_logical_size,avg_norm_abs_error,avg_relative_error,avg_memory_usage_bytes,avg_logical_size,avg_hh_f1
count_min__L_1200,count_min,zipf,non-interleaved,8.0,200000,1,,0.01,1200,0.0008793904229487831,133.2643610730856,37660.0,1200.0,0.65
count_min__L_1200,count_min,zipf,non-interleaved,8.0,500000,1,,0.01,1200,0.0008869670951318395,318.4929723122098,46704.0,1200.0,0.63
count_min__L_2400,count_min,kosarak,non-interleaved,1.5,50000,1,,0.01,2400,0.0007337504627915587,22.17193374422427,31520.0,2400.0,0.78
count_min__L_2400,count_min,kosarak,non-interleaved,1.5,100000,1,,0.01,2400,0.0007404453218253604,41.845843385191685,38212.0,2400.0,0.75
count_min__L_2400,count_min,kosarak,non-interleaved,1.5,200000,1,,0.01,2400,0.0007413568078308749,80.76603874476591,62376.0,2400.0,0.72
count_min__L_2400,count_min,kosarak,non-interleaved,1.5,500000,1,,0.01,2400,0.0007421708349743993,178.32130220162838,89592.0,2400.0,0.7299999999999999
count_min__L_2400,count_min,kosarak,non-interleaved,2.0,50000,1,,0.01,2400,0.0007398503985285101,22.79379277445915,31212.0,2400.0,0.8000000000000002
count_min__L_2400,count_min,kosarak,non-interleaved,2.0,100000,1,,0.01,2400,0.0007400044722719142,42.733319420421296,38200.0,2400.0,0.75
count_min__L_2400,count_min,kosarak,non-interleaved,2.0,200000,1,,0.01,2400,0.0007393564491861578,79.32148845496808,62292.0,2400.0,0.7299999999999999
count_min__L_2400,count_min,kosarak,non-interleaved,2.0,500000,1,,0.01,2400,0.0007450937098844672,178.22964097548146,89760.0,2400.0,0.7100000000000001
count_min__L_2400,count_min,kosarak,non-interleaved,3.0,50000,1,,0.01,2400,0.000740017425939756,22.765682566116833,31380.0,2400.0,0.72
count_min__L_2400,count_min,kosarak,non-interleaved,3.0,100000,1,,0.01,2400,0.0007321449986372307,42.42014108728366,38028.0,2400.0,0.79
count_min__L_2400,count_min,kosarak,non-interleaved,3.0,200000,1,,0.01,2400,0.0007345233369833015,79.18269406075873,62208.0,2400.0,0.72
count_min__L_2400,count_min,kosarak,non-interleaved,3.0,500000,1,,0.01,2400,0.0007509682336742722,182.02125276515508,89872.0,2400.0,0.7
count_min__L_2400,count_min,kosarak,non-interleaved,4.0,50000,1,,0.01,2400,0.0007337879929665913,22.53481310613774,31548.0,2400.0,0.76
count_min__L_2400,count_min,kosarak,non-interleaved,4.0,100000,1,,0.01,2400,0.0007339099872192808,42.879066076153855,38052.0,2400.0,0.7699999999999999
count_min__L_2400,count_min,kosarak,non-interleaved,4.0,200000,1,,0.01,2400,0.0007401404705080122,80.72440563817761,62460.0,2400.0,0.7299999999999999
count_min__L_2400,count_min,kosarak,non-interleaved,4.0,500000,1,,0.01,2400,0.0007470198590010923,179.630654214329,89732.0,2400.0,0.75
count_min__L_2400,count_min,kosarak,non-interleaved,6.0,50000,1,,0.01,2400,0.0007344551998014396,22.750127999921524,31548.0,2400.0,0.78
count_min__L_2400,count_min,kosarak,non-interleaved,6.0,100000,1,,0.01,2400,0.0007381679527916477,42.66475136216881,37824.0,2400.0,0.74
count_min__L_2400,count_min,kosarak,non-interleaved,6.0,200000,1,,0.01,2400,0.0007426012601260127,78.89891074297545,62292.0,2400.0,0.74
count_min__L_2400,count_min,kosarak,non-interleaved,6.0,500000,1,,0.01,2400,0.0007545595554244123,180.330221875181,89760.0,2400.0,0.74
count_min__L_2400,count_min,kosarak,non-interleaved,8.0,50000,1,,0.01,2400,0.0007142469574036511,22.119506226989255,31464.0,2400.0,0.78
count_min__L_2400,count_min,kosarak,non-interleaved,8.0,100000,1,,0.01,2400,0.0007299625194259072,42.58698997478751,38212.0,2400.0,0.79
count_min__L_2400,count_min,kosarak,non-interleaved,8.0,200000,1,,0.01,2400,0.0007467275838466803,80.09844974102697,62264.0,2400.0,0.74
count_min__L_2400,count_min,kosarak,non-interleaved,8.0,500000,1,,0.01,2400,0.000759633423180593,180.45005001024126,89788.0,2400.0,0.72
count_min__L_2400,count_min,uniform,non-interleaved,1.5,50000,1,,0.01,2400,0.001835790857605178,80.95250514091154,24940.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,1.5,100000,1,,0.01,2400,0.001905940901528955,146.12488043367551,25976.0,2400.0,0.01
count_min__L_2400,count_min,uniform,non-interleaved,1.5,200000,1,,0.01,2400,0.0019546231135454946,225.6771613497988,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,1.5,500000,1,,0.01,2400,0.001998698695494625,258.33496167795823,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,2.0,50000,1,,0.01,2400,0.0018370601076251397,80.84288675669272,25080.0,2400.0,0.02
count_min__L_2400,count_min,uniform,non-interleaved,2.0,100000,1,,0.01,2400,0.001905558686635215,146.23138753443308,25852.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,2.0,200000,1,,0.01,2400,0.001955944289629176,225.94445058382885,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,2.0,500000,1,,0.01,2400,0.0019980487917794706,257.5956024672727,90376.0,2400.0,0.01
count_min__L_2400,count_min,uniform,non-interleaved,3.0,50000,1,,0.01,2400,0.0018339228263082874,80.5035668227788,25136.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,3.0,100000,1,,0.01,2400,0.0019073962622743112,146.19162692127847,25736.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,3.0,200000,1,,0.01,2400,0.0019541976602768284,225.1496496774912,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,3.0,500000,1,,0.01,2400,0.0019970388235175697,257.6638147039255,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,4.0,50000,1,,0.01,2400,0.0018341433673469388,80.45286224489796,25024.0,2400.0,0.02
count_min__L_2400,count_min,uniform,non-interleaved,4.0,100000,1,,0.01,2400,0.0019087318343195265,146.78495100341254,25788.0,2400.0,0.01
count_min__L_2400,count_min,uniform,non-interleaved,4.0,200000,1,,0.01,2400,0.0019537144508002544,225.61794949053052,90376.0,2400.0,0.02
count_min__L_2400,count_min,uniform,non-interleaved,4.0,500000,1,,0.01,2400,0.001996647995407716,257.5165571435113,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,6.0,50000,1,,0.01,2400,0.0018340208439247584,80.59232587697001,24996.0,2400.0,0.02
count_min__L_2400,count_min,uniform,non-interleaved,6.0,100000,1,,0.01,2400,0.0019101232909191498,146.7327317820355,25672.0,2400.0,0.03
count_min__L_2400,count_min,uniform,non-interleaved,6.0,200000,1,,0.01,2400,0.001955925874546253,225.2912059148646,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,6.0,500000,1,,0.01,2400,0.0019998505060677776,257.4675851590224,90376.0,2400.0,0.01
count_min__L_2400,count_min,uniform,non-interleaved,8.0,50000,1,,0.01,2400,0.001843968064884045,81.14830144045959,24996.0,2400.0,0.02
count_min__L_2400,count_min,uniform,non-interleaved,8.0,100000,1,,0.01,2400,0.0019084681934647138,146.37536784143956,25500.0,2400.0,0.01
count_min__L_2400,count_min,uniform,non-interleaved,8.0,200000,1,,0.01,2400,0.001955495161122481,225.57379603931165,90376.0,2400.0,0.0
count_min__L_2400,count_min,uniform,non-interleaved,8.0,500000,1,,0.01,2400,0.001996888848634886,257.622685503376,90376.0,2400.0,0.01
count_min__L_2400,count_min,zipf,non-interleaved,1.5,50000,1,,0.01,2400,0.00033037080122146284,13.2229123502744,31268.0,2400.0,0.9
