algorithm,algorithm_variant,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,config_capacity,config_target_logical_size,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,config_delta,config_depth,config_width,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
count_min,count_min__L_600,6.0,123.91316974009003,0.0024782633948018003,100.41313579681292,,600,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260426,zipf,50000,0.0021778,1.2880379043996637,100,0.45,0.45,0.45,175000,600,0.0084,16408,0.0025348,126.74,100,50000,,20260419,300000,non-interleaved,6887,0.002467,123.35,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,120,5,20260426,120,,1.2,,,,,
count_sketch,count_sketch__L_600,6.0,30.895019602148977,0.0006179003920429796,24.34335570701284,,600,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260427,zipf,50000,0.000858,0.5430830378584085,100,0.28,0.28,0.28,175000,600,0.02188,19560,0.0007724,38.62,100,50000,,20260419,300000,non-interleaved,6887,0.00043860000000000004,21.93,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,120,5,20260427,120,,1.2,,,,,
integrated_sspm,integrated_sspm__L_600,6.0,5.307971540583709,0.00010615943081167417,2.7253460287324134,600,600,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260428,zipf,50000,5.8e-06,0.006425465567821965,100,0.47,0.47,0.47,175000,600,0.00202,86634,2e-05,1.0,100,50000,,20260419,300000,non-interleaved,6887,5.58e-05,2.79,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,600,1.2,,,,,
double_mg,double_mg__L_1200,6.0,2.5103818789022796,5.02076375780456e-05,0.986046439233283,600,1200,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260429,zipf,50000,0.0005798,0.3480711366863973,100,0.98,0.98,0.98,175000,1200,0.00066,50012,2e-05,1.0,100,50000,600,20260419,300000,non-interleaved,6887,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_1200,6.0,26.49223174096123,0.0005298446348192245,22.321798780354957,600,1200,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260430,zipf,50000,4.4e-06,0.004337128415963942,100,0.98,0.98,0.98,175000,1200,0.00058,106748,0.00056,28.0,100,50000,600,20260419,300000,non-interleaved,6887,0.00056,28.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,,1.2,,,,,
count_min,count_min__L_1200,6.0,43.55263540002904,0.0008710527080005808,34.75615860334299,,1200,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260431,zipf,50000,0.0008904,0.530091018227109,100,0.72,0.72,0.72,175000,1200,0.0068,22232,0.000901,45.05,100,50000,,20260419,300000,non-interleaved,6887,0.0008954,44.77,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,240,5,20260431,240,,1.2,,,,,
count_sketch,count_sketch__L_1200,6.0,23.533904457673877,0.0004706780891534776,19.54028784460595,,1200,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260432,zipf,50000,0.00027,0.16682660289355503,100,0.42999999999999994,0.43,0.43,175000,1200,0.05298,33960,0.0004416,22.08,100,50000,,20260419,300000,non-interleaved,6887,0.00047620000000000003,23.81,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,240,5,20260432,240,,1.2,,,,,
integrated_sspm,integrated_sspm__L_1200,6.0,3.8717874255844342,7.743574851168869e-05,2.4534433795706883,1200,1200,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260433,zipf,50000,2.0000000000000002e-07,0.00016949152542372882,100,0.92,0.92,0.92,175000,1200,0.00082,168362,4.24e-05,2.12,100,50000,,20260419,300000,non-interleaved,6887,3.96e-05,1.98,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,1200,1.2,,,,,
double_mg,double_mg__L_2400,6.0,2.0322346449833018,4.0644692899666035e-05,0.9591417948205535,1200,2400,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260434,zipf,50000,0.0002398,0.1439641340484328,100,0.99,0.99,0.99,175000,2400,0.00038,114220,2e-05,1.0,100,50000,1200,20260419,300000,non-interleaved,6887,1.98e-05,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_2400,6.0,9.958908087701467,0.00019917816175402933,8.670572367104418,1200,2400,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260435,zipf,50000,2.0000000000000002e-07,0.00016949152542372882,100,0.99,0.99,0.99,175000,2400,0.00026,211400,0.0002196,10.98,100,50000,1200,20260419,300000,non-interleaved,6887,0.0002202,11.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,,1.2,,,,,
count_min,count_min__L_2400,6.0,16.572963554523014,0.0003314592710904603,13.240089415882979,,2400,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260436,zipf,50000,0.00034040000000000003,0.20124090832104993,100,0.93,0.93,0.93,175000,2400,0.00176,31212,0.00029160000000000004,14.58,100,50000,,20260419,300000,non-interleaved,6887,0.0003252,16.26,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,480,5,20260436,480,,1.2,,,,,
count_sketch,count_sketch__L_2400,6.0,7.127050965587339,0.00014254101931174677,5.8692985160927975,,2400,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260437,zipf,50000,0.0001076,0.05817220571239053,100,0.79,0.79,0.79,175000,2400,0.00544,51628,0.0001686,8.43,100,50000,,20260419,300000,non-interleaved,6887,0.0001238,6.19,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",0.01,5,480,5,20260437,480,,1.2,,,,,
integrated_sspm,integrated_sspm__L_2400,6.0,2.650065340496588,5.300130680993176e-05,2.0585698377498143,2400,2400,zipf__F1_50000__alpha_6p0__non_interleaved__s_1p2,125000,100000,20260438,zipf,50000,0.0,0.0,100,1.0,1.0,1.0,175000,2400,0.00032,333298,4.4200000000000004e-05,2.21,100,50000,,20260419,300000,non-interleaved,6887,4.26e-05,2.13,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 175000}",,,,,,,2400,1.2,,,,,
double_mg,double_mg__L_300,8.0,3.5543044469783354,7.10860889395667e-05,0.9971274848161925,150,300,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260419,zipf,50000,0.0020406,0.8378612639539412,100,0.45,0.45,0.45,225000,300,0.00364,16260,2e-05,1.0,100,50000,150,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_300,8.0,163.4407069555302,0.0032688141391106046,133.9800151386908,150,300,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260420,zipf,50000,0.0012986,1.1344093050917652,100,0.46,0.46,0.46,225000,300,0.00334,34988,0.00332,166.0,100,50000,150,20260419,400000,non-interleaved,7016,0.00332,166.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
count_min,count_min__L_300,8.0,207.83252565564425,0.004156650513112885,162.46840021597953,,300,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260421,zipf,50000,0.0054094,3.116137860730403,100,0.38,0.38,0.38,225000,300,0.01634,13184,0.0041018,205.09,100,50000,,20260419,400000,non-interleaved,7016,0.0047032,235.16,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,60,5,20260421,60,,1.2,,,,,
count_sketch,count_sketch__L_300,8.0,88.97748004561004,0.0017795496009122007,72.70930041501562,,300,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260422,zipf,50000,0.0010216000000000001,0.6475211721733651,100,0.15,0.15,0.15,225000,300,0.05006,12644,0.0015722,78.61,100,50000,,20260419,400000,non-interleaved,7016,0.0016003999999999999,80.02,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,60,5,20260422,60,,1.2,,,,,
integrated_sspm,integrated_sspm__L_300,8.0,7.691277080957811,0.00015382554161915622,2.988209189772149,300,300,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260423,zipf,50000,0.0005898,0.6143453972681923,100,0.19,0.19,0.19,225000,300,0.00624,52702,8.16e-05,4.08,100,50000,,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,300,1.2,,,,,
double_mg,double_mg__L_600,8.0,2.9578107183580387,5.9156214367160776e-05,0.9883230998071182,300,600,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260424,zipf,50000,0.0012318,0.6578706727381547,100,0.74,0.74,0.74,225000,600,0.0015,31456,1.98e-05,0.99,100,50000,300,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_600,8.0,67.01482326111744,0.0013402964652223489,55.583642548995954,300,600,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260425,zipf,50000,0.0001562,0.16240221267357086,100,0.7100000000000001,0.71,0.71,225000,600,0.0014,62392,0.0013802,69.01,100,50000,300,20260419,400000,non-interleaved,7016,0.00138,69.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
count_min,count_min__L_600,8.0,124.62129418472064,0.0024924258836944127,101.38502693666389,,600,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260426,zipf,50000,0.0022104,1.2899733998920784,100,0.42999999999999994,0.43,0.43,225000,600,0.0071,16436,0.0024587999999999997,122.94,100,50000,,20260419,400000,non-interleaved,7016,0.0024106,120.53,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,120,5,20260426,120,,1.2,,,,,
count_sketch,count_sketch__L_600,8.0,31.352194982896236,0.0006270438996579249,24.96494189478605,,600,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260427,zipf,50000,0.0008842,0.5465427336545557,100,0.27,0.27,0.27,225000,600,0.02042,19588,0.0006596000000000001,32.98,100,50000,,20260419,400000,non-interleaved,7016,0.0006018,30.09,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,120,5,20260427,120,,1.2,,,,,
integrated_sspm,integrated_sspm__L_600,8.0,6.05473204104903,0.00012109464082098062,3.007743866067091,600,600,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260428,zipf,50000,5.4e-06,0.005923876648515035,100,0.38,0.38,0.38,225000,600,0.0026,87698,4.5e-05,2.25,100,50000,,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,600,1.2,,,,,
double_mg,double_mg__L_1200,8.0,2.5045610034207524,5.0091220068415055e-05,0.9886545145891893,600,1200,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260429,zipf,50000,0.0005997999999999999,0.3542629104046881,100,0.99,0.99,0.99,225000,1200,0.00068,56984,2e-05,1.0,100,50000,600,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_1200,8.0,26.529931584948688,0.0005305986316989737,22.455117995162688,600,1200,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260430,zipf,50000,7.000000000000001e-06,0.007256772850025299,100,0.99,0.99,0.99,225000,1200,0.00058,107560,0.0005602,28.01,100,50000,600,20260419,400000,non-interleaved,7016,0.00056,28.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
count_min,count_min__L_1200,8.0,43.9807582668187,0.000879615165336374,35.334036165565806,,1200,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260431,zipf,50000,0.0009014,0.5300637466030593,100,0.68,0.68,0.68,225000,1200,0.00726,22260,0.0009048000000000001,45.24,100,50000,,20260419,400000,non-interleaved,7016,0.0008284,41.42,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,240,5,20260431,240,,1.2,,,,,
count_sketch,count_sketch__L_1200,8.0,23.194840364880275,0.0004638968072976055,19.14738272206837,,1200,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260432,zipf,50000,0.0002408,0.15234839788078622,100,0.41999999999999993,0.42,0.42,225000,1200,0.05256,33960,0.0005046,25.23,100,50000,,20260419,400000,non-interleaved,7016,0.0005144,25.72,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,240,5,20260432,240,,1.2,,,,,
integrated_sspm,integrated_sspm__L_1200,8.0,4.381984036488027,8.763968072976054e-05,2.770590519765463,1200,1200,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260433,zipf,50000,2.0000000000000002e-07,0.00017241379310344826,100,0.7699999999999999,0.77,0.77,225000,1200,0.00106,169118,2.96e-05,1.48,100,50000,,20260419,400000,non-interleaved,7016,3.0200000000000002e-05,1.51,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,1200,1.2,,,,,
double_mg,double_mg__L_2400,8.0,2.0102622576966933,4.020524515393387e-05,0.9615144184813333,1200,2400,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260434,zipf,50000,0.0002398,0.1417253267267323,100,1.0,1.0,1.0,225000,2400,0.00034,108956,1.98e-05,0.99,100,50000,1200,20260419,400000,non-interleaved,7016,2e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
double_ss,double_ss__L_2400,8.0,9.982183580387685,0.0001996436716077537,8.728489029363017,1200,2400,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260435,zipf,50000,2.0000000000000002e-07,0.00017241379310344826,100,1.0,1.0,1.0,225000,2400,0.00026,212100,0.0002202,11.01,100,50000,1200,20260419,400000,non-interleaved,7016,0.00022000000000000003,11.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,,1.2,,,,,
count_min,count_min__L_2400,8.0,16.76824401368301,0.0003353648802736602,13.441861426234322,,2400,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260436,zipf,50000,0.00035660000000000005,0.2064319683805979,100,0.94,0.94,0.94,225000,2400,0.00138,31380,0.00031120000000000003,15.56,100,50000,,20260419,400000,non-interleaved,7016,0.0003556,17.78,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,480,5,20260436,480,,1.2,,,,,
count_sketch,count_sketch__L_2400,8.0,7.346351197263398,0.00014692702394526795,6.093197507213016,,2400,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260437,zipf,50000,0.00011260000000000001,0.0567773990571097,100,0.76,0.76,0.76,225000,2400,0.00588,52020,0.0001888,9.44,100,50000,,20260419,400000,non-interleaved,7016,0.0001468,7.34,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",0.01,5,480,5,20260437,480,,1.2,,,,,
integrated_sspm,integrated_sspm__L_2400,8.0,2.9575256556442415,5.915051311288484e-05,2.2779887155635445,2400,2400,zipf__F1_50000__alpha_8p0__non_interleaved__s_1p2,175000,100000,20260438,zipf,50000,0.0,0.0,100,1.0,1.0,1.0,225000,2400,0.00042,334054,5.14e-05,2.57,100,50000,,20260419,400000,non-interleaved,7016,4.5400000000000006e-05,2.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 50000, 'strict_turnstile_ok': True, 'total_deletions': 175000, 'total_insertions': 225000}",,,,,,,2400,1.2,,,,,
double_mg,double_mg__L_300,1.5,7.3100725369571204,7.310072536957121e-05,0.9991425644561688,150,300,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260419,kosarak,100000,0.0020515,0.9377936482937035,100,0.19,0.19,0.19,125000,300,0.00542,12952,1.95e-05,1.0,100,100000,150,20260419,150000,non-interleaved,10891,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_300,1.5,524.6763382609494,0.005246763382609494,303.6392672669587,150,300,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260420,kosarak,100000,0.003263,2.757295183969615,100,0.14,0.14,0.14,125000,300,0.00531,32628,0.0053005000000000005,324.85,100,100000,150,20260419,150000,non-interleaved,10891,0.005309999999999999,531.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_300,1.5,892.9047837664126,0.008929047837664126,499.388215294994,,300,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260421,kosarak,100000,0.0100112,6.940999069156974,100,0.20000000000000004,0.2,0.2,125000,300,0.01903,13676,0.0084853,497.11333333333334,100,100000,,20260419,150000,non-interleaved,10891,0.0102929,1029.29,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,60,5,20260421,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_300,1.5,148.0196492516757,0.0014801964925167568,85.6439961767477,,300,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260422,kosarak,100000,0.001539,1.12908462050498,100,0.11,0.11,0.11,125000,300,0.0446,13324,0.0016495000000000001,96.14083333333333,100,100000,,20260419,150000,non-interleaved,10891,0.0017000000000000001,170.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,60,5,20260422,60,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_300,1.5,12.380956753282527,0.00012380956753282527,2.145248059012015,300,300,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260423,kosarak,100000,0.0008898,0.7926991876008151,100,0.20000000000000004,0.2,0.2,125000,300,0.00312,51822,1.95e-05,1.0,100,100000,,20260419,150000,non-interleaved,10891,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,300,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_mg,double_mg__L_600,1.5,6.869525296116059,6.86952529611606e-05,0.9964440943262622,300,600,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260424,kosarak,100000,0.0015883,0.8716684148226319,100,0.34,0.34,0.34,125000,600,0.0026,31316,1.95e-05,1.0,100,100000,300,20260419,150000,non-interleaved,10891,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
double_ss,double_ss__L_600,1.5,243.1211091727114,0.002431211091727114,142.1599437827847,300,600,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260425,kosarak,100000,0.0009107999999999999,0.8637294510508589,100,0.34,0.34,0.34,125000,600,0.0025,63548,0.0024805,152.125,100,100000,300,20260419,150000,non-interleaved,10891,0.00249,249.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_min,count_min__L_600,1.5,458.32219263612154,0.004583221926361215,263.7509522694749,,600,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260426,kosarak,100000,0.0044591000000000006,3.108974062277821,100,0.34,0.34,0.34,125000,600,0.0092,24632,0.0046212,286.2008333333333,100,100000,,20260419,150000,non-interleaved,10891,0.0046267,462.67,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,120,5,20260426,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
count_sketch,count_sketch__L_600,1.5,70.12358828390414,0.0007012358828390414,40.25895498020876,,600,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260427,kosarak,100000,0.0006497,0.4521931337462879,100,0.24,0.24,0.24,125000,600,0.04692,21644,0.0007022,40.26916666666666,100,100000,,20260419,150000,non-interleaved,10891,0.0007539,75.39,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,120,5,20260427,120,,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
integrated_sspm,integrated_sspm__L_600,1.5,10.231383711321275,0.00010231383711321275,2.140360590509123,600,600,kosarak__F1_100000__alpha_1p5__non_interleaved,25000,,20260428,kosarak,100000,0.0001427,0.15367731038053054,100,0.46,0.46,0.46,125000,600,0.00145,86110,1.95e-05,1.0,100,100000,,20260419,150000,non-interleaved,10891,2.4200000000000002e-05,2.42,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,600,,8.099998787881237,41270,8019015,data/raw/skmine_data/kosarak.dat,990002
