algorithm,algorithm_variant,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,config_capacity,config_target_logical_size,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,config_delta,config_depth,config_width,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,double_mg__L_300,1.5,1.5826982492276005,1.5826982492276003e-05,0.9989129442476508,150,300,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260419,uniform,100000,5.7600000000000004e-05,0.9949047619047618,100,0.02,0.02,0.02,125000,300,8e-05,14044,1.24e-05,1.0,100,100000,150,20260419,150000,non-interleaved,63115,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
double_ss,double_ss__L_300,1.5,665.4153212390081,0.0066541532123900815,510.3444005839681,150,300,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260420,uniform,100000,0.006612100000000001,115.86792857142858,100,0.02,0.02,0.02,125000,300,0.00667,32684,0.0066576000000000005,585.96,100,100000,150,20260419,150000,non-interleaved,63115,0.00666,666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
count_min,count_min__L_300,1.5,1619.2391824447436,0.016192391824447438,1241.3281760995612,,300,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260421,uniform,100000,0.016153999999999998,283.10084523809525,100,0.0,0.0,0.0,125000,300,0.01726,13676,0.0162338,1428.145,100,100000,,20260419,150000,non-interleaved,63115,0.016198,1619.8,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,60,5,20260421,60,,,,,,,
count_sketch,count_sketch__L_300,1.5,19.620724075101005,0.00019620724075101006,15.028835874046997,,300,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260422,uniform,100000,0.0002178,3.763595238095238,100,0.0,0.0,0.0,125000,300,0.00101,11196,0.00017889999999999998,16.11,100,100000,,20260419,150000,non-interleaved,63115,0.0002051,20.51,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,60,5,20260422,60,,,,,,,
integrated_sspm,integrated_sspm__L_300,1.5,3.289455755367187,3.289455755367187e-05,2.116677832980614,300,300,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260423,uniform,100000,0.0002198,3.737714285714286,100,0.01,0.01,0.01,125000,300,0.00416,50534,5.3899999999999996e-05,5.15,100,100000,,20260419,150000,non-interleaved,63115,5.15e-05,5.15,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,300,,,,,,
double_mg,double_mg__L_600,1.5,1.583157727956904,1.583157727956904e-05,0.9991957613275841,300,600,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260424,uniform,100000,5.7600000000000004e-05,0.9949047619047618,100,0.03,0.03,0.03,125000,600,8e-05,15652,1.24e-05,1.0,100,100000,300,20260419,150000,non-interleaved,63115,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
double_ss,double_ss__L_600,1.5,331.41734928305476,0.0033141734928305473,254.29006805415662,300,600,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260425,uniform,100000,0.0032725,57.353119047619046,100,0.02,0.02,0.02,125000,600,0.00333,63660,0.0033177000000000002,292.05,100,100000,300,20260419,150000,non-interleaved,63115,0.0033201000000000003,332.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
count_min,count_min__L_600,1.5,798.1708310227363,0.007981708310227362,611.8735993254943,,600,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260426,uniform,100000,0.007949699999999999,139.31988095238094,100,0.01,0.01,0.01,125000,600,0.00873,24632,0.0079795,702.165,100,100000,,20260419,150000,non-interleaved,63115,0.0079778,797.78,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,120,5,20260426,120,,,,,,,
count_sketch,count_sketch__L_600,1.5,13.353339142834509,0.00013353339142834508,10.23285184263042,,600,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260427,uniform,100000,0.0001263,2.2452738095238094,100,0.0,0.0,0.0,125000,600,0.00061,16660,0.00015260000000000002,13.8,100,100000,,20260419,150000,non-interleaved,63115,0.0001357,13.57,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,120,5,20260427,120,,,,,,,
integrated_sspm,integrated_sspm__L_600,1.5,3.307407113998257,3.307407113998257e-05,2.1316801152846465,600,600,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260428,uniform,100000,0.00017600000000000002,3.053904761904762,100,0.01,0.01,0.01,125000,600,0.00208,83394,3.31e-05,3.07,100,100000,,20260419,150000,non-interleaved,63115,3.07e-05,3.07,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,600,,,,,,
double_mg,double_mg__L_1200,1.5,1.5761546383585519,1.5761546383585518e-05,0.9946141774463093,600,1200,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260429,uniform,100000,5.72e-05,0.9879047619047618,100,0.04,0.04,0.04,125000,1200,8e-05,64840,1.2300000000000003e-05,0.99,100,100000,600,20260419,150000,non-interleaved,63115,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
double_ss,double_ss__L_1200,1.5,165.41425968470253,0.0016541425968470253,127.02646816280183,600,1200,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260430,uniform,100000,0.0016125,28.26754761904762,100,0.02,0.02,0.02,125000,1200,0.00167,108984,0.0016576,145.96,100,100000,600,20260419,150000,non-interleaved,63115,0.0016600999999999999,166.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
count_min,count_min__L_1200,1.5,392.9020676542819,0.003929020676542818,301.2386268829008,,1200,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260431,uniform,100000,0.0039398,68.99519047619047,100,0.0,0.0,0.0,125000,1200,0.00436,47008,0.003956299999999999,348.495,100,100000,,20260419,150000,non-interleaved,63115,0.0039328,393.28,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,240,5,20260431,240,,,,,,,
count_sketch,count_sketch__L_1200,1.5,10.751643824764319,0.00010751643824764319,8.248531384509757,,1200,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260432,uniform,100000,0.0001072,1.8759166666666667,100,0.01,0.01,0.01,125000,1200,0.00053,30112,9.14e-05,8.03,100,100000,,20260419,150000,non-interleaved,63115,0.00010899999999999999,10.9,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,240,5,20260432,240,,,,,,,
integrated_sspm,integrated_sspm__L_1200,1.5,3.325833795452745,3.3258337954527447e-05,2.158405291927434,1200,1200,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260433,uniform,100000,0.0001504,2.5826666666666664,100,0.02,0.02,0.02,125000,1200,0.00104,165842,3.29e-05,3.05,100,100000,,20260419,150000,non-interleaved,63115,3.04e-05,3.04,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,1200,,,,,,
double_mg,double_mg__L_2400,1.5,1.5830151311098788,1.583015131109879e-05,0.9991432117487731,1200,2400,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260434,uniform,100000,5.75e-05,0.9932380952380953,100,0.04,0.04,0.04,125000,2400,8e-05,105068,1.24e-05,1.0,100,100000,1200,20260419,150000,non-interleaved,63115,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
double_ss,double_ss__L_2400,1.5,82.40823892893924,0.0008240823892893925,63.391227804121726,1200,2400,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260435,uniform,100000,0.0007825999999999999,13.72642857142857,100,0.03,0.03,0.03,125000,2400,0.00084,216256,0.0008275,72.91,100,100000,1200,20260419,150000,non-interleaved,63115,0.0008299,82.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,,,,,,,
count_min,count_min__L_2400,1.5,190.59409015289552,0.001905940901528955,146.12488043367551,,2400,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260436,uniform,100000,0.0018892999999999998,33.10845238095238,100,0.01,0.01,0.01,125000,2400,0.00226,25976,0.0019112,168.115,100,100000,,20260419,150000,non-interleaved,63115,0.0019076000000000002,190.76,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,480,5,20260436,480,,,,,,,
count_sketch,count_sketch__L_2400,1.5,6.3666481818902,6.3666481818902e-05,4.875474983307115,,2400,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260437,uniform,100000,5.8700000000000004e-05,1.016702380952381,100,0.0,0.0,0.0,125000,2400,0.00039,48932,6.3e-05,5.575,100,100000,,20260419,150000,non-interleaved,63115,6.76e-05,6.76,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",0.01,5,480,5,20260437,480,,,,,,,
integrated_sspm,integrated_sspm__L_2400,1.5,3.2733264675592175,3.273326467559217e-05,2.1372859066782857,2400,2400,uniform__F1_100000__alpha_1p5__non_interleaved,25000,100000,20260438,uniform,100000,0.0001142,1.962,100,0.02,0.02,0.02,125000,2400,0.00052,330826,2.2400000000000002e-05,2.0,100,100000,,20260419,150000,non-interleaved,63115,2e-05,2.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 25000, 'total_insertions': 125000}",,,,,,,2400,,,,,,
double_mg,double_mg__L_300,2.0,1.5823385998796822,1.5823385998796824e-05,0.9994849549863323,150,300,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260419,uniform,100000,5.7400000000000006e-05,0.9963333333333334,100,0.02,0.02,0.02,150000,300,8e-05,10188,1.24e-05,1.0,100,100000,150,20260419,200000,non-interleaved,63166,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
double_ss,double_ss__L_300,2.0,664.4184687965045,0.0066441846879650435,510.06341913898825,150,300,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260420,uniform,100000,0.006602600000000001,115.94216666666667,100,0.02,0.02,0.02,150000,300,0.00666,36668,0.0066476,585.08,100,100000,150,20260419,200000,non-interleaved,63166,0.00665,665.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
count_min,count_min__L_300,2.0,1616.6501757274484,0.016166501757274482,1240.5481315483164,,300,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260421,uniform,100000,0.0161671,283.81227380952384,100,0.01,0.01,0.01,150000,300,0.01721,13580,0.0161422,1420.115,100,100000,,20260419,200000,non-interleaved,63166,0.0161711,1617.11,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,60,5,20260421,60,,,,,,,
count_sketch,count_sketch__L_300,2.0,19.151568881993477,0.00019151568881993478,14.652983634957325,,300,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260422,uniform,100000,0.00019910000000000001,3.4581428571428567,100,0.0,0.0,0.0,150000,300,0.00104,11072,0.0001714,14.885,100,100000,,20260419,200000,non-interleaved,63166,0.0001653,16.53,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,60,5,20260422,60,,,,,,,
integrated_sspm,integrated_sspm__L_300,2.0,3.677247253269164,3.677247253269164e-05,2.3773551699754085,300,300,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260423,uniform,100000,0.0002042,3.6069999999999998,100,0.02,0.02,0.02,150000,300,0.00499,50530,1.24e-05,1.0,100,100000,,20260419,200000,non-interleaved,63166,5.9800000000000003e-05,5.98,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,300,,,,,,
double_mg,double_mg__L_600,2.0,1.5816578539087485,1.5816578539087485e-05,0.9990203062829159,300,600,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260424,uniform,100000,5.7400000000000006e-05,0.9963333333333334,100,0.02,0.02,0.02,150000,600,8e-05,18868,1.24e-05,1.0,100,100000,300,20260419,200000,non-interleaved,63166,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
double_ss,double_ss__L_600,2.0,331.4188329164424,0.003314188329164424,254.53223345365123,300,600,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260425,uniform,100000,0.0032728,57.47658333333333,100,0.02,0.02,0.02,150000,600,0.00334,63500,0.0033176,292.04,100,100000,300,20260419,200000,non-interleaved,63166,0.00332,332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
count_min,count_min__L_600,2.0,798.1407561029667,0.007981407561029668,612.4560114844785,,600,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260426,uniform,100000,0.0079746,140.0412142857143,100,0.01,0.01,0.01,150000,600,0.00865,24536,0.007997800000000001,703.62,100,100000,,20260419,200000,non-interleaved,63166,0.0079808,798.08,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,120,5,20260426,120,,,,,,,
count_sketch,count_sketch__L_600,2.0,13.195912357914068,0.0001319591235791407,10.123860202821591,,600,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260427,uniform,100000,0.000134,2.388035714285714,100,0.0,0.0,0.0,150000,600,0.00067,16564,0.0001463,13.235,100,100000,,20260419,200000,non-interleaved,63166,0.0001381,13.81,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,120,5,20260427,120,,,,,,,
integrated_sspm,integrated_sspm__L_600,2.0,3.6495108127790266,3.6495108127790266e-05,2.340768240298051,600,600,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260428,uniform,100000,0.0001292,2.2736666666666667,100,0.01,0.01,0.01,150000,600,0.00249,83418,1.24e-05,1.0,100,100000,,20260419,200000,non-interleaved,63166,5.96e-05,5.96,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,600,,,,,,
double_mg,double_mg__L_1200,2.0,1.578159136244182,1.578159136244182e-05,0.9967754277089995,600,1200,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260429,uniform,100000,5.72e-05,0.9926666666666667,100,0.02,0.02,0.02,150000,1200,8e-05,37276,1.24e-05,1.0,100,100000,600,20260419,200000,non-interleaved,63166,9.9e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
double_ss,double_ss__L_1200,2.0,164.42302821137955,0.0016442302821137954,126.38563362146303,600,1200,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260430,uniform,100000,0.0016028000000000001,28.15416666666667,100,0.01,0.01,0.01,150000,1200,0.00167,108824,0.0016476,145.08,100,100000,600,20260419,200000,non-interleaved,63166,0.0016500999999999998,165.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
count_min,count_min__L_1200,2.0,391.81749675458315,0.003918174967545832,300.6821004518706,,1200,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260431,uniform,100000,0.0039250000000000005,68.90290476190476,100,0.0,0.0,0.0,150000,1200,0.00444,46912,0.003919000000000001,345.235,100,100000,,20260419,200000,non-interleaved,63166,0.0038999,389.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,240,5,20260431,240,,,,,,,
count_sketch,count_sketch__L_1200,2.0,10.861381122755914,0.00010861381122755914,8.338988707758695,,1200,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260432,uniform,100000,9.58e-05,1.6827738095238096,100,0.01,0.01,0.01,150000,1200,0.0006,29932,0.00010370000000000001,9.485,100,100000,,20260419,200000,non-interleaved,63166,9.94e-05,9.94,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,240,5,20260432,240,,,,,,,
integrated_sspm,integrated_sspm__L_1200,2.0,3.6087768736345502,3.6087768736345503e-05,2.3315143167737915,1200,1200,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260433,uniform,100000,0.00011430000000000001,2.021333333333333,100,0.02,0.02,0.02,150000,1200,0.00124,165894,4.9e-05,4.055,100,100000,,20260419,200000,non-interleaved,63166,3.46e-05,3.46,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,1200,,,,,,
double_mg,double_mg__L_2400,2.0,1.5683595605230662,1.568359560523066e-05,0.9904450178893708,1200,2400,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260434,uniform,100000,5.7e-05,0.9890000000000001,100,0.03,0.03,0.03,150000,2400,8e-05,125992,1.2200000000000002e-05,0.98,100,100000,1200,20260419,200000,non-interleaved,63166,9.800000000000001e-06,0.98,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
double_ss,double_ss__L_2400,2.0,81.42518126840389,0.0008142518126840389,62.69536868462991,1200,2400,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260435,uniform,100000,0.0007729999999999999,13.584416666666666,100,0.03,0.03,0.03,150000,2400,0.00084,216124,0.0008179,72.065,100,100000,1200,20260419,200000,non-interleaved,63166,0.00082,82.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,,,,,,,
count_min,count_min__L_2400,2.0,190.55586866352152,0.001905558686635215,146.23138753443308,,2400,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260436,uniform,100000,0.0018851999999999999,33.11391666666666,100,0.0,0.0,0.0,150000,2400,0.00224,25852,0.0018978999999999999,167.205,100,100000,,20260419,200000,non-interleaved,63166,0.0018975,189.75,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,480,5,20260436,480,,,,,,,
count_sketch,count_sketch__L_2400,2.0,6.322388626792895,6.322388626792895e-05,4.842588293430915,,2400,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260437,uniform,100000,6.840000000000001e-05,1.1934880952380953,100,0.01,0.01,0.01,150000,2400,0.00037,48584,6.330000000000001e-05,5.52,100,100000,,20260419,200000,non-interleaved,63166,6.9e-05,6.9,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",0.01,5,480,5,20260437,480,,,,,,,
integrated_sspm,integrated_sspm__L_2400,2.0,3.5324066744767757,3.5324066744767756e-05,2.320054829074713,2400,2400,uniform__F1_100000__alpha_2p0__non_interleaved,50000,100000,20260438,uniform,100000,9.87e-05,1.7546666666666666,100,0.02,0.02,0.02,150000,2400,0.00062,330822,4.7999999999999994e-05,4.265,100,100000,,20260419,200000,non-interleaved,63166,2.79e-05,2.79,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 50000, 'total_insertions': 150000}",,,,,,,2400,,,,,,
double_mg,double_mg__L_300,3.0,1.5828001267025658,1.5828001267025657e-05,0.9992820187942139,150,300,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260419,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,300,7e-05,7572,1.24e-05,1.0,100,100000,150,20260419,300000,non-interleaved,63140,1e-05,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
double_ss,double_ss__L_300,3.0,665.415885334178,0.00665415885334178,510.2030790986018,150,300,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260420,uniform,100000,0.006610700000000001,112.54880952380952,100,0.0,0.0,0.0,200000,300,0.00667,36508,0.0066576000000000005,585.96,100,100000,150,20260419,300000,non-interleaved,63140,0.00666,666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,,,,,,,
count_min,count_min__L_300,3.0,1616.5253721887868,0.01616525372188787,1238.8999211502783,,300,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260421,uniform,100000,0.0162261,276.2210476190476,100,0.01,0.01,0.01,200000,300,0.01722,13484,0.0161776,1423.92,100,100000,,20260419,300000,non-interleaved,63140,0.016168599999999998,1616.86,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,60,5,20260421,60,,,,,,,
count_sketch,count_sketch__L_300,3.0,20.618799493189737,0.00020618799493189738,15.810030054150262,,300,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260422,uniform,100000,0.00019789999999999999,3.41247619047619,100,0.01,0.01,0.01,200000,300,0.00092,10808,0.0002138,19.095,100,100000,,20260419,300000,non-interleaved,63140,0.00022040000000000002,22.04,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",0.01,5,60,5,20260422,60,,,,,,,
integrated_sspm,integrated_sspm__L_300,3.0,4.078492239467849,4.078492239467849e-05,2.8180981416957027,300,300,uniform__F1_100000__alpha_3p0__non_interleaved,100000,100000,20260423,uniform,100000,5.9300000000000005e-05,1.0,100,0.0,0.0,0.0,200000,300,0.00666,50526,7.859999999999999e-05,7.62,100,100000,,20260419,300000,non-interleaved,63140,7.64e-05,7.64,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 100000, 'strict_turnstile_ok': True, 'total_deletions': 100000, 'total_insertions': 200000}",,,,,,,300,,,,,,
