algorithm,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
double_mg,3.0,2.315503561707303,1.1577517808536515e-05,0.9994878201468809,uniform__F1_200000__alpha_3p0__non_interleaved,200000,100000,20260419,uniform,200000,4.2000000000000004e-05,1.0,100,0.0,0.0,0.0,400000,598,5.5e-05,23340,1.0350000000000001e-05,1.0,100,200000,299,20260419,600000,non-interleaved,86335,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,,,,,,,
double_ss,3.0,664.6824462848208,0.0033234122314241034,383.25075322886926,uniform__F1_200000__alpha_3p0__non_interleaved,200000,100000,20260420,uniform,200000,0.0032930000000000004,78.79408585858586,100,0.0,0.0,0.0,400000,600,0.003335,71724,0.00332465,324.7183333333333,100,200000,300,20260419,600000,non-interleaved,86335,0.00333,666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,,,,,,,
count_min,3.0,699.6525626918399,0.0034982628134591996,403.0033362290303,uniform__F1_200000__alpha_3p0__non_interleaved,200000,100000,20260421,uniform,200000,0.00350615,83.89341666666667,100,0.01,0.01,0.01,400000,1360,0.003895,52924,0.00348775,340.60333333333335,100,200000,,20260419,600000,non-interleaved,86335,0.00350055,700.11,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",5,20260421,272,,,,,,,
count_sketch,3.0,3.059755603173684,1.529877801586842e-05,1.7654370400678385,uniform__F1_200000__alpha_3p0__non_interleaved,200000,100000,20260422,uniform,200000,1.3500000000000001e-05,0.32044949494949493,100,0.03,0.03,0.03,400000,50000,9.5e-05,782392,1.635e-05,1.57,100,200000,,20260419,600000,non-interleaved,86335,1.425e-05,2.85,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",5,20260422,10000,,,,,,,
integrated_sspm,3.0,6.492326402965194,3.246163201482597e-05,2.993027520152672,uniform__F1_200000__alpha_3p0__non_interleaved,200000,100000,20260423,uniform,200000,4.2000000000000004e-05,1.0,100,0.0,0.0,0.0,400000,200,0.00999,40210,1.0350000000000001e-05,1.0,100,200000,,20260419,600000,non-interleaved,86335,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 200000, 'total_insertions': 400000}",,,,200,,,,,,
double_mg,4.0,2.3070202808112326,1.1535101404056163e-05,0.9980032668678881,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260419,uniform,200000,4.13e-05,0.9988888888888888,100,0.0,0.0,0.0,500000,798,5.5e-05,49104,1.0300000000000001e-05,0.995,100,200000,399,20260419,800000,non-interleaved,86535,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,,,,,,
double_ss,4.0,496.69297971918877,0.0024834648985959436,287.12423841423754,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260420,uniform,200000,0.0024537,59.58424747474747,100,0.0,0.0,0.0,500000,800,0.002495,119764,0.0024847,242.6833333333333,100,200000,400,20260419,800000,non-interleaved,86535,0.00249,498.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,,,,,,
count_min,4.0,698.3450742474143,0.0034917253712370717,403.13503997956934,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260421,uniform,200000,0.00349575,84.88522727272728,100,0.01,0.01,0.01,500000,1360,0.00385,52900,0.00349975,341.785,100,200000,,20260419,800000,non-interleaved,86535,0.0034744,694.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260421,272,,,,,,,
count_sketch,4.0,3.038238862887849,1.5191194314439245e-05,1.7530283003207254,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260422,uniform,200000,1.7e-05,0.41427777777777774,100,0.08,0.08,0.08,500000,50000,0.0001,782648,1.3899999999999999e-05,1.3533333333333335,100,200000,,20260419,800000,non-interleaved,86535,1.635e-05,3.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",5,20260422,10000,,,,,,,
integrated_sspm,4.0,7.532397295891836,3.766198647945918e-05,3.3875738690923303,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260423,uniform,200000,0.0001402,3.1966666666666663,100,0.0,0.0,0.0,500000,250,0.00999,45486,0.00010994999999999999,10.96,100,200000,,20260419,800000,non-interleaved,86535,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,250,,,,,,
double_mg,6.0,2.3080391204827633,1.1540195602413818e-05,0.9978726613532746,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260419,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,1198,6e-05,45484,1.0300000000000001e-05,0.9966666666666667,100,200000,599,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,
double_ss,6.0,330.6900187278907,0.0016534500936394533,190.79913744581236,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260420,uniform,200000,0.0016227,38.70015909090909,100,0.0,0.0,0.0,700000,1200,0.001665,142124,0.0016547,161.61833333333334,100,200000,600,20260419,1200000,non-interleaved,86502,0.00166,332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,
count_min,6.0,701.820119766017,0.0035091005988300847,404.2205531039278,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260421,uniform,200000,0.00350725,83.65026262626263,100,0.01,0.01,0.01,700000,1360,0.00384,52876,0.0035072999999999997,342.615,100,200000,,20260419,1200000,non-interleaved,86502,0.0035075,701.5,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",5,20260421,272,,,,,,,
count_sketch,6.0,3.030415481722966,1.515207740861483e-05,1.7419126155713172,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260422,uniform,200000,1.56e-05,0.3761792929292929,100,0.04,0.04,0.04,700000,50000,9.5e-05,780636,1.4650000000000002e-05,1.425,100,200000,,20260419,1200000,non-interleaved,86502,1.7100000000000002e-05,3.42,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",5,20260422,10000,,,,,,,
integrated_sspm,6.0,9.371702388384083,4.685851194192041e-05,4.651591595459945,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260423,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,350,0.009995,74374,0.00010965000000000001,7.62,100,200000,,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,350,,,,,,
double_mg,8.0,2.30414975661082,1.1520748783054102e-05,0.995511074148037,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260419,uniform,200000,4.135000000000001e-05,0.9976388888888889,100,0.0,0.0,0.0,900000,1598,5.5e-05,119392,1.0350000000000001e-05,1.0,100,200000,799,20260419,1600000,non-interleaved,86487,4.95e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,
double_ss,8.0,247.68773341658283,0.0012384386670829142,143.20237382096363,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260420,uniform,200000,0.0012085499999999999,29.282689393939396,100,0.0,0.0,0.0,900000,1600,0.00125,238196,0.0012396,121.07833333333333,100,200000,800,20260419,1600000,non-interleaved,86487,0.0012450500000000001,249.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,
count_min,8.0,700.7359603177356,0.0035036798015886782,404.1633343714495,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260421,uniform,200000,0.00350835,84.98754545454545,100,0.0,0.0,0.0,900000,1360,0.00386,52860,0.0035240500000000004,344.05,100,200000,,20260419,1600000,non-interleaved,86487,0.00350205,700.41,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",5,20260421,272,,,,,,,
count_sketch,8.0,3.059164961208043,1.5295824806040214e-05,1.7672064173963304,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260422,uniform,200000,1.3800000000000002e-05,0.335290404040404,100,0.01,0.01,0.01,900000,50000,0.0001,783232,1.775e-05,1.7133333333333334,100,200000,,20260419,1600000,non-interleaved,86487,1.6950000000000002e-05,3.39,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",5,20260422,10000,,,,,,,
integrated_sspm,8.0,11.733624706603305,5.866812353301653e-05,6.139415887991975,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260423,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,450,0.009985,84794,1.0350000000000001e-05,1.0,100,200000,,20260419,1600000,non-interleaved,86487,0.0001045,20.9,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,450,,,,,,
double_mg,1.5,5.031817449772517,1.0063634899545034e-05,0.9998133334390733,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260419,uniform,500000,2.7559999999999997e-05,1.0,100,0.0,0.0,0.0,625000,298,3.4e-05,11940,9.620000000000001e-06,1.0,100,500000,149,20260419,750000,non-interleaved,99348,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,
double_ss,1.5,3327.967689334461,0.006655935378668922,860.5690012035257,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260420,uniform,500000,0.00663844,241.6961366354234,100,0.0,0.0,0.0,625000,300,0.006664,36380,0.00665638,703.9295,100,500000,150,20260419,750000,non-interleaved,99348,0.006664,3332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,
count_min,1.5,1778.8962737045538,0.003557792547409107,459.7916311929062,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260421,uniform,500000,0.0035499599999999996,129.23068379659557,100,0.0,0.0,0.0,625000,1360,0.003796,52852,0.0035537999999999998,375.782,100,500000,,20260419,750000,non-interleaved,99348,0.00356244,1781.22,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",5,20260421,272,,,,,,,
count_sketch,1.5,6.317308853726296,1.263461770745259e-05,1.6294749126222094,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260422,uniform,500000,1.2080000000000001e-05,0.4395884507649213,100,0.0,0.0,0.0,625000,50000,7.8e-05,941900,1.378e-05,1.4565000000000001,100,500000,,20260419,750000,non-interleaved,99348,1.2359999999999999e-05,6.18,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",5,20260422,10000,,,,,,,
integrated_sspm,1.5,11.306840600716672,2.2613681201433347e-05,2.178080977947357,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260423,uniform,500000,2.7559999999999997e-05,1.0,100,0.0,0.0,0.0,625000,125,0.009996,23086,9.620000000000001e-06,1.0,100,500000,,20260419,750000,non-interleaved,99348,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,125,,,,,,
double_mg,2.0,5.030152675597066,1.006030535119413e-05,0.9995617185009904,uniform__F1_500000__alpha_2p0__non_interleaved,250000,100000,20260419,uniform,500000,2.796e-05,1.0,100,0.0,0.0,0.0,750000,398,3.4e-05,24972,9.620000000000001e-06,1.0,100,500000,199,20260419,1000000,non-interleaved,99361,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,,,,,,
double_ss,2.0,2493.969847324403,0.004987939694648806,643.3656167330515,uniform__F1_500000__alpha_2p0__non_interleaved,250000,100000,20260420,uniform,500000,0.00497004,178.54858653846154,100,0.0,0.0,0.0,750000,400,0.004998,60388,0.00498838,527.5385,100,500000,200,20260419,1000000,non-interleaved,99361,0.004996,2498.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,,,,,,,
count_min,2.0,1779.2911806443171,0.0035585823612886342,458.7353167256717,uniform__F1_500000__alpha_2p0__non_interleaved,250000,100000,20260421,uniform,500000,0.0035500199999999997,127.52949315880198,100,0.0,0.0,0.0,750000,1360,0.003806,52844,0.00356386,376.92333333333335,100,500000,,20260419,1000000,non-interleaved,99361,0.00355338,1776.69,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260421,272,,,,,,,
count_sketch,2.0,6.314197723452864,1.2628395446905727e-05,1.623792662344627,uniform__F1_500000__alpha_2p0__non_interleaved,250000,100000,20260422,uniform,500000,1.356e-05,0.48571342383107086,100,0.02,0.02,0.02,750000,50000,8.2e-05,940268,1.124e-05,1.1735,100,500000,,20260419,1000000,non-interleaved,99361,1.2e-05,6.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",5,20260422,10000,,,,,,,
integrated_sspm,2.0,12.509032719074888,2.5018065438149775e-05,2.6696099094135044,uniform__F1_500000__alpha_2p0__non_interleaved,250000,100000,20260423,uniform,500000,2.796e-05,1.0,100,0.0,0.0,0.0,750000,150,0.009994,25762,9.620000000000001e-06,1.0,100,500000,,20260419,1000000,non-interleaved,99361,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 250000, 'total_insertions': 750000}",,,,150,,,,,,
double_mg,3.0,5.031858032955197,1.0063716065910395e-05,0.9997393967455972,uniform__F1_500000__alpha_3p0__non_interleaved,500000,100000,20260419,uniform,500000,2.766e-05,1.0,100,0.0,0.0,0.0,1000000,598,3.2e-05,23148,9.620000000000001e-06,1.0,100,500000,299,20260419,1500000,non-interleaved,99347,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,,,,,,
double_ss,3.0,1661.96615901839,0.0033239323180367804,429.1659044291407,uniform__F1_500000__alpha_3p0__non_interleaved,500000,100000,20260420,uniform,500000,0.0033063399999999996,119.95901602564103,100,0.0,0.0,0.0,1000000,600,0.003334,71580,0.00332436,351.5685,100,500000,300,20260419,1500000,non-interleaved,99347,0.003332,1666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,,,,,,,
count_min,3.0,1779.6317654282464,0.003559263530856493,459.2173607739458,uniform__F1_500000__alpha_3p0__non_interleaved,500000,100000,20260421,uniform,500000,0.0035567,129.03468315018316,100,0.0,0.0,0.0,1000000,1360,0.003784,52836,0.00355624,376.08666666666664,100,500000,,20260419,1500000,non-interleaved,99347,0.0035694,1784.7,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260421,272,,,,,,,
count_sketch,3.0,6.336285947235448,1.2672571894470896e-05,1.6381650292041396,uniform__F1_500000__alpha_3p0__non_interleaved,500000,100000,20260422,uniform,500000,1.318e-05,0.4752495421245421,100,0.01,0.01,0.01,1000000,50000,8.2e-05,941772,1.344e-05,1.4176666666666669,100,500000,,20260419,1500000,non-interleaved,99347,1.122e-05,5.61,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",5,20260422,10000,,,,,,,
integrated_sspm,3.0,15.065336648313487,3.0130673296626976e-05,3.3477807910329775,uniform__F1_500000__alpha_3p0__non_interleaved,500000,100000,20260423,uniform,500000,2.766e-05,1.0,100,0.0,0.0,0.0,1000000,200,0.009992,40274,9.620000000000001e-06,1.0,100,500000,,20260419,1500000,non-interleaved,99347,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 1000000}",,,,200,,,,,,
double_mg,4.0,5.03140074725319,1.006280149450638e-05,0.9990689615429034,uniform__F1_500000__alpha_4p0__non_interleaved,750000,100000,20260419,uniform,500000,2.802e-05,0.9992857142857143,100,0.0,0.0,0.0,1250000,798,3.4e-05,60144,9.6e-06,0.998,100,500000,399,20260419,2000000,non-interleaved,99297,1.9799999999999997e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,,,,,,
double_ss,4.0,1244.9646313584499,0.0024899292627168996,321.46353568004673,uniform__F1_500000__alpha_4p0__non_interleaved,750000,100000,20260420,uniform,500000,0.00247198,88.56196186166775,100,0.0,0.0,0.0,1250000,800,0.0025,119652,0.00249038,263.375,100,500000,400,20260419,2000000,non-interleaved,99297,0.00249798,1248.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,,,,,,,
count_min,4.0,1781.1984954228224,0.003562396990845645,459.46873829365734,uniform__F1_500000__alpha_4p0__non_interleaved,750000,100000,20260421,uniform,500000,0.0035790600000000002,128.21780257487612,100,0.0,0.0,0.0,1250000,1360,0.003788,52828,0.00357188,377.7835,100,500000,,20260419,2000000,non-interleaved,99297,0.0035608600000000003,1780.43,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260421,272,,,,,,,
count_sketch,4.0,6.327220359124646,1.2654440718249292e-05,1.6316760333392033,uniform__F1_500000__alpha_4p0__non_interleaved,750000,100000,20260422,uniform,500000,1.194e-05,0.4298467733247145,100,0.0,0.0,0.0,1250000,50000,7.8e-05,942884,1.114e-05,1.2211666666666665,100,500000,,20260419,2000000,non-interleaved,99297,1.42e-05,7.1,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",5,20260422,10000,,,,,,,
integrated_sspm,4.0,17.52589705630583,3.505179411261166e-05,3.976163951308971,uniform__F1_500000__alpha_4p0__non_interleaved,750000,100000,20260423,uniform,500000,2.804e-05,1.0,100,0.0,0.0,0.0,1250000,250,0.00999,45578,9.620000000000001e-06,1.0,100,500000,,20260419,2000000,non-interleaved,99297,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 750000, 'total_insertions': 1250000}",,,,250,,,,,,
double_mg,6.0,5.031542373734831,1.0063084747469662e-05,0.9990203318650118,uniform__F1_500000__alpha_6p0__non_interleaved,1250000,100000,20260419,uniform,500000,2.8219999999999997e-05,0.9986607142857143,100,0.01,0.01,0.01,1750000,1198,3.6e-05,45356,9.620000000000001e-06,1.0,100,500000,599,20260419,3000000,non-interleaved,99295,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 1250000, 'total_insertions': 1750000}",,,,,,,,,,
