algorithm,algorithm_variant,alpha,avg_abs_error,avg_norm_abs_error,avg_relative_error,config_epsilon,dataset_name,deletions,domain_size,estimator_seed,family,final_f1_star,heavy_avg_norm_abs_error,heavy_avg_relative_error,heavy_query_count,hh_f1,hh_precision,hh_recall,insertions,logical_size,max_norm_abs_error,memory_usage_bytes,middle_avg_norm_abs_error,middle_avg_relative_error,middle_query_count,observed_final_f1,param_capacity_per_summary,seed,stream_length,stream_mode,support_size,tail_avg_norm_abs_error,tail_avg_relative_error,tail_query_count,validation,config_delta,param_depth,param_seed,param_width,param_capacity,zipf_s,average_transaction_size,distinct_items,occurrence_count,source_path,transaction_count
count_min,count_min__eps_0p10,4.0,7042.2392211244005,0.035211196105622,4066.2252050138445,0.1,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260427,uniform,200000,0.0352329,855.5411111111111,100,0.0,0.0,0.0,500000,140,0.036245,7572,0.03521485,3439.133333333333,100,200000,,20260419,800000,non-interleaved,86535,0.0352189,7043.78,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",0.01,5,20260427,28,,,,,,,
count_sketch,count_sketch__eps_0p01,4.0,2.645276477725776,1.322638238862888e-05,1.5309473329069447,0.01,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260428,uniform,200000,1.3350000000000001e-05,0.3233459595959596,100,0.12,0.12,0.12,500000,50000,7e-05,673164,1.3049999999999999e-05,1.2766666666666666,100,200000,,20260419,800000,non-interleaved,86535,1.18e-05,2.36,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",0.01,5,20260428,10000,,,,,,,
count_sketch,count_sketch__eps_0p05,4.0,11.321846651643844,5.660923325821922e-05,6.535092541107448,0.05,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260429,uniform,200000,5.43e-05,1.3197828282828283,100,0.0,0.0,0.0,500000,2000,0.000355,44024,5.195e-05,4.99,100,200000,,20260419,800000,non-interleaved,86535,6.8e-05,13.6,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",0.01,5,20260429,400,,,,,,,
count_sketch,count_sketch__eps_0p10,4.0,21.93480094759346,0.00010967400473796731,12.628423378557718,0.1,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260430,uniform,200000,0.00011205,2.7311944444444447,100,0.0,0.0,0.0,500000,500,0.0006,16136,0.00010845000000000001,10.476666666666667,100,200000,,20260419,800000,non-interleaved,86535,0.00010614999999999999,21.23,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",0.01,5,20260430,100,,,,,,,
integrated_sspm,integrated_sspm__eps_0p01,4.0,7.532397295891836,3.766198647945918e-05,3.3875738690923303,0.01,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260431,uniform,200000,0.0001402,3.1966666666666663,100,0.0,0.0,0.0,500000,250,0.00999,45374,0.00010994999999999999,10.96,100,200000,,20260419,800000,non-interleaved,86535,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,250,,,,,,
integrated_sspm,integrated_sspm__eps_0p05,4.0,7.737389495579823,3.868694747789912e-05,3.642255349473238,0.05,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260432,uniform,200000,4.135000000000001e-05,1.0,100,0.0,0.0,0.0,500000,50,0.04999,10694,0.00050995,50.96,100,200000,,20260419,800000,non-interleaved,86535,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,50,,,,,,
integrated_sspm,integrated_sspm__eps_0p10,4.0,7.855792453920379,3.927896226960189e-05,4.195981394811348,0.1,uniform__F1_200000__alpha_4p0__non_interleaved,300000,100000,20260433,uniform,200000,4.135000000000001e-05,1.0,100,0.0,0.0,0.0,500000,25,0.099985,5614,0.00100995,100.96,100,200000,,20260419,800000,non-interleaved,86535,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 300000, 'total_insertions': 500000}",,,,,25,,,,,,
double_mg,double_mg__eps_0p01,6.0,2.3080391204827633,1.1540195602413818e-05,0.9978726613532746,0.01,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260419,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,1198,6e-05,45284,1.0300000000000001e-05,0.9966666666666667,100,200000,599,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
double_mg,double_mg__eps_0p05,6.0,2.3116575339298513,1.1558287669649258e-05,0.9997472120105123,0.05,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260420,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,238,6e-05,13404,1.0300000000000001e-05,0.9966666666666667,100,200000,119,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
double_mg,double_mg__eps_0p10,6.0,2.3116575339298513,1.1558287669649258e-05,0.9997472120105123,0.1,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260421,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,118,6e-05,6876,1.0300000000000001e-05,0.9966666666666667,100,200000,59,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
double_ss,double_ss__eps_0p01,6.0,330.6900187278907,0.0016534500936394533,190.79913744581236,0.01,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260422,uniform,200000,0.0016227,38.70015909090909,100,0.0,0.0,0.0,700000,1200,0.001665,141972,0.0016547,161.61833333333334,100,200000,600,20260419,1200000,non-interleaved,86502,0.00166,332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
double_ss,double_ss__eps_0p05,6.0,1664.6876141592102,0.008323438070796052,959.1428259259526,0.05,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260423,uniform,200000,0.0082927,197.73923484848484,100,0.0,0.0,0.0,700000,240,0.008335,32916,0.0083247,813.055,100,200000,120,20260419,1200000,non-interleaved,86502,0.00833,1666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
double_ss,double_ss__eps_0p10,6.0,3330.6881459388223,0.016653440729694113,1918.7101937499933,0.1,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260424,uniform,200000,0.0166227,396.35925000000003,100,0.0,0.0,0.0,700000,120,0.016665,16964,0.0166547,1626.6183333333333,100,200000,60,20260419,1200000,non-interleaved,86502,0.01666,3332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,,,,,,,
count_min,count_min__eps_0p01,6.0,702.9344986243093,0.0035146724931215466,404.92652019981824,0.01,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260425,uniform,200000,0.00352685,84.08518181818181,100,0.02,0.02,0.02,700000,1360,0.00387,52776,0.0035138500000000002,343.1983333333334,100,200000,,20260419,1200000,non-interleaved,86502,0.00350135,700.27,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260425,272,,,,,,,
count_min,count_min__eps_0p05,6.0,3562.5413747659013,0.017812706873829506,2051.835320297877,0.05,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260426,uniform,200000,0.0177899,424.0993712121212,100,0.0,0.0,0.0,700000,275,0.01856,12644,0.01781365,1739.6266666666666,100,200000,,20260419,1200000,non-interleaved,86502,0.017824450000000002,3564.89,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260426,55,,,,,,,
count_min,count_min__eps_0p10,6.0,7049.680076761231,0.03524840038380616,4060.428991463651,0.1,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260427,uniform,200000,0.0352336,840.1360530303031,100,0.0,0.0,0.0,700000,140,0.036235,7572,0.035244,3442.2566666666667,100,200000,,20260419,1200000,non-interleaved,86502,0.03529235,7058.47,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260427,28,,,,,,,
count_sketch,count_sketch__eps_0p01,6.0,2.6386557536241937,1.3193278768120969e-05,1.5206536516951306,0.01,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260428,uniform,200000,1.185e-05,0.27921464646464644,100,0.08,0.08,0.08,700000,50000,7.5e-05,668236,1.445e-05,1.4133333333333333,100,200000,,20260419,1200000,non-interleaved,86502,1.17e-05,2.34,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260428,10000,,,,,,,
count_sketch,count_sketch__eps_0p05,6.0,11.534057016022752,5.767028508011375e-05,6.650810462205863,0.05,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260429,uniform,200000,5.445e-05,1.2960303030303029,100,0.0,0.0,0.0,700000,2000,0.00033,44220,5.68e-05,5.58,100,200000,,20260419,1200000,non-interleaved,86502,6e-05,12.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260429,400,,,,,,,
count_sketch,count_sketch__eps_0p10,6.0,23.543340038380617,0.00011771670019190307,13.578510062391938,0.1,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260430,uniform,200000,0.00012314999999999998,2.9326313131313135,100,0.0,0.0,0.0,700000,500,0.000695,16836,0.00010985,10.725,100,200000,,20260419,1200000,non-interleaved,86502,0.00013204999999999998,26.41,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",0.01,5,20260430,100,,,,,,,
integrated_sspm,integrated_sspm__eps_0p01,6.0,9.371702388384083,4.685851194192041e-05,4.651591595459945,0.01,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260431,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,350,0.009995,74270,0.00010965000000000001,7.62,100,200000,,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,350,,,,,,
integrated_sspm,integrated_sspm__eps_0p05,6.0,9.70327853691244,4.851639268456221e-05,5.1965588464235895,0.05,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260432,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,70,0.049985,12802,0.0005096500000000001,34.28666666666666,100,200000,,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,70,,,,,,
integrated_sspm,integrated_sspm__eps_0p10,6.0,9.70704723590206,4.85352361795103e-05,5.283192296131881,0.1,uniform__F1_200000__alpha_6p0__non_interleaved,500000,100000,20260433,uniform,200000,4.2300000000000005e-05,1.0,100,0.0,0.0,0.0,700000,35,0.09998,6654,0.0010096500000000002,67.62,100,200000,,20260419,1200000,non-interleaved,86502,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 500000, 'total_insertions': 700000}",,,,,35,,,,,,
double_mg,double_mg__eps_0p01,8.0,2.30414975661082,1.1520748783054102e-05,0.995511074148037,0.01,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260419,uniform,200000,4.135000000000001e-05,0.9976388888888889,100,0.0,0.0,0.0,900000,1598,5.5e-05,119232,1.0350000000000001e-05,1.0,100,200000,799,20260419,1600000,non-interleaved,86487,4.95e-06,0.99,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
double_mg,double_mg__eps_0p05,8.0,2.312486269612774,1.156243134806387e-05,1.0,0.05,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260420,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,318,5.5e-05,10016,1.0350000000000001e-05,1.0,100,200000,159,20260419,1600000,non-interleaved,86487,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
double_mg,double_mg__eps_0p10,8.0,2.312486269612774,1.156243134806387e-05,1.0,0.1,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260421,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,158,5.5e-05,5168,1.0350000000000001e-05,1.0,100,200000,79,20260419,1600000,non-interleaved,86487,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
double_ss,double_ss__eps_0p01,8.0,247.68773341658283,0.0012384386670829142,143.20237382096363,0.01,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260422,uniform,200000,0.0012085499999999999,29.282689393939396,100,0.0,0.0,0.0,900000,1600,0.00125,238084,0.0012396,121.07833333333333,100,200000,800,20260419,1600000,non-interleaved,86487,0.0012450500000000001,249.01,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
double_ss,double_ss__eps_0p05,8.0,1247.6875137303873,0.006238437568651937,720.0126065998192,0.05,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260423,uniform,200000,0.00620855,150.41414141414143,100,0.0,0.0,0.0,900000,320,0.006245,37396,0.00623965,609.4166666666666,100,200000,160,20260419,1600000,non-interleaved,86487,0.006245,1249.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
double_ss,double_ss__eps_0p10,8.0,2497.6875137303873,0.012488437568651934,1441.0252131996383,0.1,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260424,uniform,200000,0.012458550000000002,301.82828282828285,100,0.0,0.0,0.0,900000,160,0.012495,19204,0.012489649999999998,1219.8333333333333,100,200000,80,20260419,1600000,non-interleaved,86487,0.012495,2499.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,,,,,,,
count_min,count_min__eps_0p01,8.0,700.7448171401483,0.0035037240857007414,404.1887013626868,0.01,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260425,uniform,200000,0.0035030499999999997,84.88220707070707,100,0.0,0.0,0.0,900000,1360,0.003845,52776,0.0035121999999999996,343.045,100,200000,,20260419,1600000,non-interleaved,86487,0.00352285,704.57,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260425,272,,,,,,,
count_min,count_min__eps_0p05,8.0,3564.775168522437,0.017823875842612184,2056.2710948142562,0.05,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260426,uniform,200000,0.01783405,432.06626010101013,100,0.01,0.01,0.01,900000,275,0.0185,12644,0.017829150000000002,1741.1116666666667,100,200000,,20260419,1600000,non-interleaved,86487,0.0178301,3566.02,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260426,55,,,,,,,
count_min,count_min__eps_0p10,8.0,7053.133788893128,0.035265668944465645,4068.416111236996,0.1,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260427,uniform,200000,0.0352381,853.672196969697,100,0.0,0.0,0.0,900000,140,0.03625,7572,0.035285199999999996,3446.2616666666668,100,200000,,20260419,1600000,non-interleaved,86487,0.0352855,7057.1,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260427,28,,,,,,,
count_sketch,count_sketch__eps_0p01,8.0,2.648756460508516,1.324378230254258e-05,1.5308172540039755,0.01,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260428,uniform,200000,1.2800000000000001e-05,0.309239898989899,100,0.06,0.06,0.06,900000,50000,8e-05,668320,1.1300000000000002e-05,1.1116666666666668,100,200000,,20260419,1600000,non-interleaved,86487,1.095e-05,2.19,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260428,10000,,,,,,,
count_sketch,count_sketch__eps_0p05,8.0,11.602668609155133,5.8013343045775666e-05,6.690833342384731,0.05,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260429,uniform,200000,5.08e-05,1.2341161616161616,100,0.0,0.0,0.0,900000,2000,0.0004,44472,5.085e-05,4.948333333333333,100,200000,,20260419,1600000,non-interleaved,86487,5.9449999999999995e-05,11.89,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260429,400,,,,,,,
count_sketch,count_sketch__eps_0p10,8.0,21.20322129337357,0.00010601610646686786,12.22807599674123,0.1,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260430,uniform,200000,0.00011365,2.748277777777778,100,0.0,0.0,0.0,900000,500,0.000735,16304,9.365e-05,9.171666666666667,100,200000,,20260419,1600000,non-interleaved,86487,9.934999999999999e-05,19.87,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",0.01,5,20260430,100,,,,,,,
integrated_sspm,integrated_sspm__eps_0p01,8.0,11.733624706603305,5.866812353301653e-05,6.139415887991975,0.01,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260431,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,450,0.009985,84698,1.0350000000000001e-05,1.0,100,200000,,20260419,1600000,non-interleaved,86487,0.0001045,20.9,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,450,,,,,,
integrated_sspm,integrated_sspm__eps_0p05,8.0,11.897325609629192,5.9486628048145967e-05,6.687197195064273,0.05,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260432,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,90,0.049985,19554,1.0350000000000001e-05,1.0,100,200000,,20260419,1600000,non-interleaved,86487,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,90,,,,,,
integrated_sspm,integrated_sspm__eps_0p10,8.0,11.325574941898783,5.662787470949391e-05,6.529799799254168,0.1,uniform__F1_200000__alpha_8p0__non_interleaved,700000,100000,20260433,uniform,200000,4.1450000000000005e-05,1.0,100,0.0,0.0,0.0,900000,45,0.09998,10258,1.0350000000000001e-05,1.0,100,200000,,20260419,1600000,non-interleaved,86487,5e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 200000, 'strict_turnstile_ok': True, 'total_deletions': 700000, 'total_insertions': 900000}",,,,,45,,,,,,
double_mg,double_mg__eps_0p01,1.5,5.031817449772517,1.0063634899545034e-05,0.9998133334390733,0.01,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260419,uniform,500000,2.7559999999999997e-05,1.0,100,0.0,0.0,0.0,625000,298,3.4e-05,11820,9.620000000000001e-06,1.0,100,500000,149,20260419,750000,non-interleaved,99348,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
double_mg,double_mg__eps_0p05,1.5,5.032713290655071,1.0065426581310141e-05,0.999980427945762,0.05,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260420,uniform,500000,2.7559999999999997e-05,1.0,100,0.0,0.0,0.0,625000,58,3.4e-05,3844,9.620000000000001e-06,1.0,100,500000,29,20260419,750000,non-interleaved,99348,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
double_mg,double_mg__eps_0p10,1.5,5.032713290655071,1.0065426581310141e-05,0.999980427945762,0.1,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260421,uniform,500000,2.7559999999999997e-05,1.0,100,0.0,0.0,0.0,625000,28,3.4e-05,2352,9.620000000000001e-06,1.0,100,500000,14,20260419,750000,non-interleaved,99348,2e-06,1.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
double_ss,double_ss__eps_0p01,1.5,3327.967689334461,0.006655935378668922,860.5690012035257,0.01,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260422,uniform,500000,0.00663844,241.6961366354234,100,0.0,0.0,0.0,625000,300,0.006664,36276,0.00665638,703.9295,100,500000,150,20260419,750000,non-interleaved,99348,0.006664,3332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
double_ss,double_ss__eps_0p05,1.5,16661.967085396787,0.03332393417079357,4307.36169922767,0.05,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260423,uniform,500000,0.03330644,1212.6263154223227,100,0.0,0.0,0.0,625000,60,0.033332,8756,0.03332438,3524.0705,100,500000,30,20260419,750000,non-interleaved,99348,0.033332,16666.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
double_ss,double_ss__eps_0p10,1.5,33327.967236381206,0.06665593447276241,8615.46496613398,0.1,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260424,uniform,500000,0.06663844000000001,2426.1798147220425,100,0.0,0.0,0.0,625000,30,0.066664,4884,0.06665638,7048.929500000001,100,500000,15,20260419,750000,non-interleaved,99348,0.066664,33332.0,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",,,,,,,,,,,
count_min,count_min__eps_0p01,1.5,1783.0774147441318,0.0035661548294882634,460.9650518364303,0.01,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260425,uniform,500000,0.0035643000000000003,129.75892803275156,100,0.0,0.0,0.0,625000,1360,0.003774,52776,0.00356928,377.52583333333337,100,500000,,20260419,750000,non-interleaved,99348,0.0035737599999999996,1786.88,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",0.01,5,20260425,272,,,,,,,
count_min,count_min__eps_0p05,1.5,8982.58186375166,0.01796516372750332,2322.024189789579,0.05,uniform__F1_500000__alpha_1p5__non_interleaved,125000,100000,20260426,uniform,500000,0.017966,654.1300054675717,100,0.0,0.0,0.0,625000,275,0.018406,12644,0.01797736,1901.3158333333333,100,500000,,20260419,750000,non-interleaved,99348,0.0179765,8988.25,100,"{'alpha_ok': True, 'failure_prefix': None, 'failure_reason': None, 'final_f1_ok': True, 'observed_final_f1': 500000, 'strict_turnstile_ok': True, 'total_deletions': 125000, 'total_insertions': 625000}",0.01,5,20260426,55,,,,,,,
