algorithm_variant,algorithm,family,stream_mode,alpha,final_f1_star,num_runs,config_epsilon,config_delta,config_target_logical_size,avg_norm_abs_error,avg_relative_error,avg_memory_usage_bytes,avg_logical_size,avg_hh_f1
count_min__eps_0p10,count_min,uniform,non-interleaved,3.0,500000,1,0.1,0.01,,0.0354129671957885,4569.146075984264,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,4.0,50000,1,0.1,0.01,,0.034722051020408165,1523.1132610544219,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,4.0,100000,1,0.1,0.01,,0.03505396386587772,2695.5911927992233,7676.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,4.0,200000,1,0.1,0.01,,0.035211196105622,4066.2252050138445,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,4.0,500000,1,0.1,0.01,,0.03541313596583985,4567.836837819776,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,6.0,50000,1,0.1,0.01,,0.03475092882562278,1527.0545763429927,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,6.0,100000,1,0.1,0.01,,0.035022178771832765,2690.047235174794,7644.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,6.0,200000,1,0.1,0.01,,0.03524840038380616,4060.428991463651,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,6.0,500000,1,0.1,0.01,,0.035393574198096585,4556.059744811406,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,8.0,50000,1,0.1,0.01,,0.03475959852997085,1529.569171328397,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,8.0,100000,1,0.1,0.01,,0.03504444215987094,2687.537543683054,7620.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,8.0,200000,1,0.1,0.01,,0.035265668944465645,4068.416111236996,7572.0,140.0,0.0
count_min__eps_0p10,count_min,uniform,non-interleaved,8.0,500000,1,0.1,0.01,,0.03539521323551611,4566.388401293237,7572.0,140.0,0.0
count_min__eps_0p10,count_min,zipf,non-interleaved,1.5,50000,1,0.1,0.01,,0.015807023411371236,637.9155518104491,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,1.5,100000,1,0.1,0.01,,0.01589209793311452,1257.6735540455165,7572.0,140.0,0.11
count_min__eps_0p10,count_min,zipf,non-interleaved,1.5,200000,1,0.1,0.01,,0.015920819626737553,2440.515802098117,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,1.5,500000,1,0.1,0.01,,0.01590214388805221,5712.484922856966,7572.0,140.0,0.08
count_min__eps_0p10,count_min,zipf,non-interleaved,2.0,50000,1,0.1,0.01,,0.015893384794640256,639.3347714772425,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,2.0,100000,1,0.1,0.01,,0.01586758675637394,1257.135536759413,7572.0,140.0,0.11
count_min__eps_0p10,count_min,zipf,non-interleaved,2.0,200000,1,0.1,0.01,,0.01591599502765518,2434.135137688864,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,2.0,500000,1,0.1,0.01,,0.015888680856423174,5701.050317028147,7572.0,140.0,0.08
count_min__eps_0p10,count_min,zipf,non-interleaved,3.0,50000,1,0.1,0.01,,0.015910537974683545,643.1703869558147,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,3.0,100000,1,0.1,0.01,,0.015882473698169922,1260.7365558724898,7572.0,140.0,0.11
count_min__eps_0p10,count_min,zipf,non-interleaved,3.0,200000,1,0.1,0.01,,0.015922253322259137,2446.6984243047473,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,3.0,500000,1,0.1,0.01,,0.01593452498262902,5705.993261047764,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,4.0,50000,1,0.1,0.01,,0.015836995059575705,638.3999194882525,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,4.0,100000,1,0.1,0.01,,0.015818746368518356,1254.9620810936772,7572.0,140.0,0.10000000000000002
count_min__eps_0p10,count_min,zipf,non-interleaved,4.0,200000,1,0.1,0.01,,0.015845701263840734,2424.2821382275642,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,4.0,500000,1,0.1,0.01,,0.015887323704171934,5694.616302983006,7572.0,140.0,0.08
count_min__eps_0p10,count_min,zipf,non-interleaved,6.0,50000,1,0.1,0.01,,0.015822628139973864,637.1613040920518,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,6.0,100000,1,0.1,0.01,,0.01587529370196979,1260.406472137484,7572.0,140.0,0.10000000000000002
count_min__eps_0p10,count_min,zipf,non-interleaved,6.0,200000,1,0.1,0.01,,0.015905858152869788,2436.8210846890447,7572.0,140.0,0.09
count_min__eps_0p10,count_min,zipf,non-interleaved,6.0,500000,1,0.1,0.01,,0.015843339038716604,5689.672568278638,7572.0,140.0,0.08
count_min__eps_0p10,count_min,zipf,non-interleaved,8.0,50000,1,0.1,0.01,,0.01594023660205245,645.2162077975449,7572.0,140.0,0.13
count_min__eps_0p10,count_min,zipf,non-interleaved,8.0,100000,1,0.1,0.01,,0.01586666460450729,1259.4827439828616,7572.0,140.0,0.11
count_min__eps_0p10,count_min,zipf,non-interleaved,8.0,200000,1,0.1,0.01,,0.015851427522728556,2411.8132833215623,7572.0,140.0,0.10000000000000002
count_min__eps_0p10,count_min,zipf,non-interleaved,8.0,500000,1,0.1,0.01,,0.015931090229108394,5724.0698196486255,7572.0,140.0,0.08
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,1.5,50000,1,0.01,0.01,,2.243613476490189e-06,0.07303171008106572,536300.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,1.5,100000,1,0.01,0.01,,4.58268294922413e-06,0.29886467614135787,608000.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,1.5,200000,1,0.01,0.01,,6.062470260349399e-06,0.7583766136361334,695828.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,1.5,500000,1,0.01,0.01,,6.170047262701851e-06,1.6172040975938993,830748.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,2.0,50000,1,0.01,0.01,,2.7222562844880443e-06,0.09121692900639598,536020.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,2.0,100000,1,0.01,0.01,,4.8694096601073345e-06,0.3199981234531462,606668.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,2.0,200000,1,0.01,0.01,,6.076460128573382e-06,0.7536334687979597,694376.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,2.0,500000,1,0.01,0.01,,6.1418978967117605e-06,1.6015326598997992,830300.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,3.0,50000,1,0.01,0.01,,3.2013940751804834e-06,0.10666759720951345,536440.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,3.0,100000,1,0.01,0.01,,5.160352502952667e-06,0.3400635293696719,606848.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,3.0,200000,1,0.01,0.01,,6.026211333150836e-06,0.7388537522959733,691924.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,3.0,500000,1,0.01,0.01,,5.8781471282454765e-06,1.5062818865773324,828284.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,4.0,50000,1,0.01,0.01,,3.6875156995729718e-06,0.1252286863550426,536720.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,4.0,100000,1,0.01,0.01,,5.252875661858682e-06,0.3486019448115621,604228.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,4.0,200000,1,0.01,0.01,,5.95329014660757e-06,0.7334367886465024,692932.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,4.0,500000,1,0.01,0.01,,5.915797835368881e-06,1.5307365703598863,827612.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,6.0,50000,1,0.01,0.01,,3.986100769421693e-06,0.13571813106727187,535768.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,6.0,100000,1,0.01,0.01,,5.582387653200182e-06,0.3742552825988321,606220.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,6.0,200000,1,0.01,0.01,,5.899051443605899e-06,0.7190727856249145,695872.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,6.0,500000,1,0.01,0.01,,5.903708075145077e-06,1.4949702853590126,827584.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,8.0,50000,1,0.01,0.01,,4.203853955375254e-06,0.1478632505867373,534032.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,8.0,100000,1,0.01,0.01,,5.2527653350397666e-06,0.34720089892078626,602220.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,8.0,200000,1,0.01,0.01,,5.660164271047228e-06,0.6716334875094861,699372.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,kosarak,non-interleaved,8.0,500000,1,0.01,0.01,,6.036167605978927e-06,1.54502746889511,829600.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,1.5,50000,1,0.01,0.01,,1.938915857605178e-05,0.8555736751618124,447260.0,50000.0,0.20999999999999996
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,1.5,100000,1,0.01,0.01,,1.581668383110196e-05,1.2103651120592418,525092.0,50000.0,0.17
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,1.5,200000,1,0.01,0.01,,1.3221532737063488e-05,1.5261306667004162,669396.0,50000.0,0.06
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,1.5,500000,1,0.01,0.01,,1.1260156218544913e-05,1.4570109721462496,878040.0,50000.0,0.04
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,2.0,50000,1,0.01,0.01,,1.94441060006092e-05,0.8550195451314854,447512.0,50000.0,0.22
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,2.0,100000,1,0.01,0.01,,1.5763068739511765e-05,1.2087763836180707,524824.0,50000.0,0.12
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,2.0,200000,1,0.01,0.01,,1.3191725541435889e-05,1.5221487239716258,667468.0,50000.0,0.09
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,2.0,500000,1,0.01,0.01,,1.1232837833757711e-05,1.4470032151573673,876976.0,50000.0,0.04
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,3.0,50000,1,0.01,0.01,,1.9430869476684995e-05,0.8522483540351591,448072.0,50000.0,0.22
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,3.0,100000,1,0.01,0.01,,1.569923978460564e-05,1.2035539315504473,522988.0,50000.0,0.14
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,3.0,200000,1,0.01,0.01,,1.326541958649447e-05,1.5292290940078628,671652.0,50000.0,0.03
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,3.0,500000,1,0.01,0.01,,1.1266731758382237e-05,1.4530546470617633,873784.0,50000.0,0.03
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,4.0,50000,1,0.01,0.01,,1.9370408163265308e-05,0.8473324829931973,448072.0,50000.0,0.19
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,4.0,100000,1,0.01,0.01,,1.5699408284023672e-05,1.2034333176794714,523448.0,50000.0,0.18
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,4.0,200000,1,0.01,0.01,,1.322638238862888e-05,1.5309473329069447,673164.0,50000.0,0.12
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,4.0,500000,1,0.01,0.01,,1.1224850700423982e-05,1.4446334091392898,875072.0,50000.0,0.0
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,6.0,50000,1,0.01,0.01,,1.935383833248602e-05,0.8509261142179292,447120.0,50000.0,0.19
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,6.0,100000,1,0.01,0.01,,1.5695724334150003e-05,1.2054731797089342,524012.0,50000.0,0.12
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,6.0,200000,1,0.01,0.01,,1.3193278768120969e-05,1.5206536516951306,668236.0,50000.0,0.08
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,6.0,500000,1,0.01,0.01,,1.1243103882370714e-05,1.4466096165582027,874596.0,50000.0,0.03
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,8.0,50000,1,0.01,0.01,,1.9199594474718035e-05,0.8455770588554772,446700.0,50000.0,0.13
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,8.0,100000,1,0.01,0.01,,1.573261000221428e-05,1.2063795710926637,525892.0,50000.0,0.16
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,8.0,200000,1,0.01,0.01,,1.324378230254258e-05,1.5308172540039755,668320.0,50000.0,0.06
count_sketch__eps_0p01,count_sketch,uniform,non-interleaved,8.0,500000,1,0.01,0.01,,1.1197596836035383e-05,1.4409646111897612,875744.0,50000.0,0.06
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,1.5,50000,1,0.01,0.01,,2.6145121419223503e-06,0.1129981820319521,471788.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,1.5,100000,1,0.01,0.01,,3.6911203761199326e-06,0.3107576500314949,506228.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,1.5,200000,1,0.01,0.01,,4.033892673201528e-06,0.6603649655096147,563684.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,1.5,500000,1,0.01,0.01,,3.8951430722891565e-06,1.513113864155685,696824.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,2.0,50000,1,0.01,0.01,,2.7148266822021557e-06,0.11820217257717405,471088.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,2.0,100000,1,0.01,0.01,,3.676522662889519e-06,0.3111243176054634,505360.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,2.0,200000,1,0.01,0.01,,3.9711715738309405e-06,0.6480919108769774,563936.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,2.0,500000,1,0.01,0.01,,3.875503778337531e-06,1.4945889713808136,696012.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,3.0,50000,1,0.01,0.01,,2.767548906789413e-06,0.11987535747590347,472684.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,3.0,100000,1,0.01,0.01,,3.66280611793829e-06,0.30847724996003784,505332.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,3.0,200000,1,0.01,0.01,,3.901993355481728e-06,0.6361554579850934,564076.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,3.0,500000,1,0.01,0.01,,3.885730528709494e-06,1.5006343846497874,698644.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,4.0,50000,1,0.01,0.01,,2.868352223190933e-06,0.12516493745589571,472796.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,4.0,100000,1,0.01,0.01,,3.760894444933533e-06,0.3170546248364579,505472.0,50000.0,0.99
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,4.0,200000,1,0.01,0.01,,3.930488759646572e-06,0.6397109301190627,561668.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,4.0,500000,1,0.01,0.01,,3.872882427307206e-06,1.4926533182996928,695648.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,6.0,50000,1,0.01,0.01,,2.799477276027298e-06,0.12223821184589113,471900.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,6.0,100000,1,0.01,0.01,,3.804434237258193e-06,0.3215400310516578,505696.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,6.0,200000,1,0.01,0.01,,3.935868173467684e-06,0.6411538022621917,562592.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,6.0,500000,1,0.01,0.01,,3.8650287374471044e-06,1.4961430985908402,693912.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,8.0,50000,1,0.01,0.01,,3.0017103762827827e-06,0.12908372302097662,472992.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,8.0,100000,1,0.01,0.01,,3.672116659301812e-06,0.3076637202647861,505444.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,8.0,200000,1,0.01,0.01,,3.870066068100965e-06,0.6271864932625352,564748.0,50000.0,1.0
count_sketch__eps_0p01,count_sketch,zipf,non-interleaved,8.0,500000,1,0.01,0.01,,3.873157547377353e-06,1.5027067928899493,693996.0,50000.0,1.0
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,1.5,50000,1,0.05,0.01,,0.00025543625817598417,7.368600663423916,44276.0,2000.0,0.57
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,1.5,100000,1,0.05,0.01,,0.00024173262326691763,12.457375506937202,49180.0,2000.0,0.56
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,1.5,200000,1,0.05,0.01,,0.000247021956359187,26.132365934084355,53660.0,2000.0,0.49
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,1.5,500000,1,0.05,0.01,,0.0002462538400945254,58.153735676865594,63344.0,2000.0,0.5
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,2.0,50000,1,0.05,0.01,,0.00025853832004904965,7.489665782661735,44724.0,2000.0,0.6
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,2.0,100000,1,0.05,0.01,,0.00024315652951699464,13.032621627029723,49584.0,2000.0,0.57
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,2.0,200000,1,0.05,0.01,,0.00025083093967993435,26.45725021182753,54084.0,2000.0,0.52
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,2.0,500000,1,0.05,0.01,,0.00024287587637009973,57.08970815870072,62560.0,2000.0,0.48
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,3.0,50000,1,0.05,0.01,,0.00026125466766243466,7.503246261161765,44864.0,2000.0,0.56
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,3.0,100000,1,0.05,0.01,,0.00025049877350776775,13.6603244696673,49120.0,2000.0,0.54
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,3.0,200000,1,0.05,0.01,,0.00025385984122638927,26.888207560236758,54244.0,2000.0,0.52
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,3.0,500000,1,0.05,0.01,,0.00023941266719118803,55.34204364384546,62588.0,2000.0,0.49
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,4.0,50000,1,0.05,0.01,,0.00026222305953278074,7.4761284557275935,45340.0,2000.0,0.6
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,4.0,100000,1,0.05,0.01,,0.00025290852656563814,13.972368418021235,49056.0,2000.0,0.58
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,4.0,200000,1,0.05,0.01,,0.000253745993862939,26.957344242980582,54328.0,2000.0,0.53
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,4.0,500000,1,0.05,0.01,,0.00023798629728924634,54.00726808188605,63092.0,2000.0,0.51
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,6.0,50000,1,0.05,0.01,,0.00025881111938446267,7.535066962554842,44920.0,2000.0,0.57
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,6.0,100000,1,0.05,0.01,,0.00025418883340898774,14.142923876620717,49508.0,2000.0,0.53
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,6.0,200000,1,0.05,0.01,,0.00024855466315862356,25.688767617054182,53936.0,2000.0,0.54
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,6.0,500000,1,0.05,0.01,,0.00024161089800334414,55.06506298401077,62980.0,2000.0,0.49
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,8.0,50000,1,0.05,0.01,,0.0002631693711967546,7.8067010807870725,44808.0,2000.0,0.59
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,8.0,100000,1,0.05,0.01,,0.0002592586159612396,14.642229301786438,49456.0,2000.0,0.55
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,8.0,200000,1,0.05,0.01,,0.0002476505817932923,25.76858576975326,54356.0,2000.0,0.51
count_sketch__eps_0p05,count_sketch,kosarak,non-interleaved,8.0,500000,1,0.05,0.01,,0.00024127145307522666,55.45156857596027,63120.0,2000.0,0.5
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,1.5,50000,1,0.05,0.01,,0.00010142951051779936,4.4790908171521036,37752.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,1.5,100000,1,0.05,0.01,,7.54635189733027e-05,5.783408875710627,40668.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,1.5,200000,1,0.05,0.01,,5.790421548914927e-05,6.696801565657733,43776.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,1.5,500000,1,0.05,0.01,,4.0960381688609736e-05,5.306107644303527,48448.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,2.0,50000,1,0.05,0.01,,0.00010256523504924358,4.511248180864386,38088.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,2.0,100000,1,0.05,0.01,,7.68240825760694e-05,5.8860736374149445,41716.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,2.0,200000,1,0.05,0.01,,5.864626574008765e-05,6.788056332384987,44452.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,2.0,500000,1,0.05,0.01,,4.1483882006018456e-05,5.367163654910526,48700.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,3.0,50000,1,0.05,0.01,,0.00010365913255956018,4.547334215706237,37192.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,3.0,100000,1,0.05,0.01,,7.800079189103579e-05,5.986309787773202,41924.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,3.0,200000,1,0.05,0.01,,5.5826953147622634e-05,6.429598287435492,43968.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,3.0,500000,1,0.05,0.01,,4.050876221727883e-05,5.222888581400917,47944.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,4.0,50000,1,0.05,0.01,,9.578979591836735e-05,4.198970663265306,35932.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,4.0,100000,1,0.05,0.01,,7.654343195266273e-05,5.890591565699258,41244.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,4.0,200000,1,0.05,0.01,,5.660923325821922e-05,6.535092541107448,44024.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,4.0,500000,1,0.05,0.01,,4.074733375630684e-05,5.247008375883137,48168.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,6.0,50000,1,0.05,0.01,,0.0001005993899339095,4.420583375699034,37472.0,2000.0,0.02
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,6.0,100000,1,0.05,0.01,,7.502789852208963e-05,5.758808074877782,40576.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,6.0,200000,1,0.05,0.01,,5.767028508011375e-05,6.650810462205863,44220.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,6.0,500000,1,0.05,0.01,,4.236154891988519e-05,5.471258269275734,49344.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,8.0,50000,1,0.05,0.01,,0.00010213255607654292,4.496071715215043,38200.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,8.0,100000,1,0.05,0.01,,7.513760161958688e-05,5.756236038368784,40972.0,2000.0,0.02
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,8.0,200000,1,0.05,0.01,,5.8013343045775666e-05,6.690833342384731,44472.0,2000.0,0.0
count_sketch__eps_0p05,count_sketch,uniform,non-interleaved,8.0,500000,1,0.05,0.01,,4.026086606486933e-05,5.198732377951923,48168.0,2000.0,0.01
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,1.5,50000,1,0.05,0.01,,0.00016787552711938344,6.78440843321532,43072.0,2000.0,0.72
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,1.5,100000,1,0.05,0.01,,0.00015353943049764926,12.04969492334426,47692.0,2000.0,0.7100000000000001
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,1.5,200000,1,0.05,0.01,,0.00014219914714515145,21.472763350008115,51948.0,2000.0,0.66
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,1.5,500000,1,0.05,0.01,,0.00013657762299196789,48.81097101882761,59004.0,2000.0,0.62
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,2.0,50000,1,0.05,0.01,,0.00016960093212933295,6.7971831360294575,43324.0,2000.0,0.7299999999999999
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,2.0,100000,1,0.05,0.01,,0.0001518280807365439,11.90661456490639,47972.0,2000.0,0.7100000000000001
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,2.0,200000,1,0.05,0.01,,0.0001419059724006928,21.396537289010237,52284.0,2000.0,0.69
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,2.0,500000,1,0.05,0.01,,0.0001367448362720403,48.67274022446758,58500.0,2000.0,0.62
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,3.0,50000,1,0.05,0.01,,0.00016439585730724973,6.589222503147289,42904.0,2000.0,0.7699999999999999
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,3.0,100000,1,0.05,0.01,,0.00015102555034921759,11.889416835190522,47748.0,2000.0,0.72
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,3.0,200000,1,0.05,0.01,,0.00014344407530454044,21.786444701168847,51836.0,2000.0,0.67
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,3.0,500000,1,0.05,0.01,,0.00013721097845998358,48.951695742570315,59312.0,2000.0,0.6
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,4.0,50000,1,0.05,0.01,,0.00016327811682650392,6.524402167235386,43352.0,2000.0,0.78
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,4.0,100000,1,0.05,0.01,,0.00014879654899198873,11.653787039496688,47636.0,2000.0,0.7100000000000001
count_sketch__eps_0p05,count_sketch,zipf,non-interleaved,4.0,200000,1,0.05,0.01,,0.00014329856839279722,21.64898264672331,51864.0,2000.0,0.67
